year,sector,sector_order,row_type,nominal_value_added_millions,share_of_value_added_percent,hours_millions,share_of_hours_percent,measurable_group,va_source,hours_source,classification_note,source_note
1963,Professional and business services,11,service_detail,28146.0,4.439336225907285,7611.233185,5.284982327921681,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1963,"Educational services, health care, and social assistance",12,service_detail,17960.0,2.8327463446775685,9794.567504999999,6.801015671885625,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1963,"Arts, entertainment, recreation, accommodation, and food services",13,service_detail,17366.0,2.7390575179103926,8415.453797,5.843405860463912,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1963,"Other services, except government",14,service_detail,17976.0,2.835269949438974,4135.708496,2.8716957927226554,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1963,Services,15,services_total,81448.0,12.84641003793422,29956.962982999998,20.801099652993873,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1963,Government,16,sector,92321.703124,14.561468099048923,21651.021484,15.03373542015487,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1963,Total,17,total,634013.703124,100.0,144016.24665400002,100.0,Total,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1964,"Agriculture, forestry, fishing, and hunting",1,sector,19614.0,2.870287388470163,13736.780731,9.380448028281815,Griliches measurable sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1964,Mining,2,sector,10999.0,1.6095794323331967,1309.381287,0.8941383976661987,Griliches measurable sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1964,Utilities,3,sector,14956.0,2.188641693788098,866.316345,0.591582235274711,Griliches measurable sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1964,Construction,4,sector,30317.0,4.436550563691747,8085.671387,5.521469819224331,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1964,Manufacturing,5,sector,173271.0,25.356254006710184,33430.111542,22.828450860521713,Griliches measurable sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1964,Wholesale trade,6,sector,43035.0,6.297686232426504,6086.458984,4.156265816111973,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1964,Retail trade,7,sector,52434.0,7.67312373442666,14778.144531,10.091565079337993,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1964,Transportation and warehousing,8,sector,27457.0,4.018021863221437,5812.169357,3.9689614075205286,Griliches measurable sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1964,Information,9,sector,25213.0,3.689637805929347,3350.417274,2.2879025098573242,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1964,"Finance, insurance, real estate, rental, and leasing",10,sector,95706.0,14.005492240283747,5618.422243,3.8366571384857058,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1964,Professional and business services,11,service_detail,30839.0,4.512939368462901,7871.048981999999,5.374910421121395,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1964,"Educational services, health care, and social assistance",12,service_detail,19913.0,2.9140426617011497,10248.391357,6.998328384239465,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1964,"Arts, entertainment, recreation, accommodation, and food services",13,service_detail,18880.0,2.7628747779298806,8606.310607,5.876999199821763,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1964,"Other services, except government",14,service_detail,19241.0,2.8157030509612726,4285.56543,2.9264879868974742,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1964,Services,15,services_total,88873.0,13.005559859055204,31011.316376,21.176725992080097,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1964,Government,16,sector,101471.207031,14.84916517966372,22355.371093,15.265832715637611,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1964,Total,17,total,683346.2070309999,100.0,146440.56115,100.0,Total,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1965,"Agriculture, forestry, fishing, and hunting",1,sector,22424.0,3.011069204564513,13282.986786,8.80095424491486,Griliches measurable sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1965,Mining,2,sector,11170.0,1.4998948900724942,1332.175049,0.8826638045611478,Griliches measurable sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1965,Utilities,3,sector,15594.0,2.093944576167455,881.409668,0.5839986355530805,Griliches measurable sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1965,Construction,4,sector,33283.0,4.469203368512339,8488.794922,5.624450050776976,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1965,Manufacturing,5,sector,191498.0,25.714133541549014,35216.508088999995,23.333522900409143,Griliches measurable sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1965,Wholesale trade,6,sector,46496.0,6.243429973931127,6320.213867,4.187605841795303,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1965,Retail trade,7,sector,56169.0,7.542309407384237,15044.023438,9.96777035695116,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1965,Transportation and warehousing,8,sector,29734.0,3.9926476867874254,5892.440811,3.904174776650269,Griliches measurable sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1965,Information,9,sector,27463.0,3.68770039087385,3495.675293,2.316141603121847,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1965,"Finance, insurance, real estate, rental, and leasing",10,sector,102661.0,13.785202265866815,5830.277214000001,3.8629868283589284,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1965,Professional and business services,11,service_detail,33791.0,4.537417030478035,8174.258522000001,5.4160465863033185,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1965,"Educational services, health care, and social assistance",12,service_detail,21702.0,2.9141198661014567,10612.274048,7.031410919521893,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1965,"Arts, entertainment, recreation, accommodation, and food services",13,service_detail,20311.0,2.727337968868615,8765.872070000001,5.808034009802645,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1965,"Other services, except government",14,service_detail,20148.0,2.7054505143402516,4472.202148,2.9631623604445827,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1965,Services,15,services_total,95952.0,12.884325379788358,32024.606788,21.218653876072437,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1965,Government,16,sector,112274.851563,15.076139314502372,23117.553711,15.31707708083485,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1965,Total,17,total,744718.851563,99.99999999999999,150926.665636,100.0,Total,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1966,"Agriculture, forestry, fishing, and hunting",1,sector,23438.0,2.8520889140086845,12299.798218,7.873915785596661,Griliches measurable sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1966,Mining,2,sector,11825.0,1.43894322929229,1331.728211,0.852527464017402,Griliches measurable sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1966,Utilities,3,sector,16715.0,2.033990365972146,892.290405,0.5712142086188114,Griliches measurable sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1966,Construction,4,sector,36626.0,4.45689088507902,8665.532227,5.547381329631816,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1966,Manufacturing,5,sector,212465.0,25.854128812819145,37602.93386800001,24.072129421984684,Griliches measurable sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1966,Wholesale trade,6,sector,50984.0,6.204066097440855,6522.244141,4.175320618201644,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
1966,Retail trade,7,sector,60553.0,7.36848451275569,15173.02832,9.713260745149013,Other sectors,BEA-BLS historical KLEMS 1963-2016 sheet; nominal VA = go. - ii.,BEA-BLS historical KLEMS 1963-2016 sheet; hrs.,"Information is classified as unmeasurable because modern Information includes publishing/software, motion picture/sound, broadcasting/telecom, and data/internet/other information services.","BEA-BLS historical KLEMS 1963-2016, current BEA-BLS ILPA 1997-2024, and BLS detailed industry hours/employment 1987-2025."
